1.  **Analyze the Request:**
SPEAKER_00: I think while you guys were working on the client, what I was trying to do was build smart contract based applications, right? It was really like you described some of the tooling right which was Mist and like for front ends and um, you know the languages were constantly changing like a lot of this seemed to be an afterthought like okay we're gonna solve that later on them the puzzle but it was impossible to build an application share it around um just get something running quickly you know and so we like know my background was like web and mobile startups and like the first thing you look for is a REST API and I thought like okay if if we're ever going to get this ecosystem to really work we need to have something like that so people can build these applications on you know we couldn't cobble together all these tools but yeah we got a lot of resistance to it.

SPEAKER_04: Um because you know it was like we were speaking Martian to people like these are people but they.

SPEAKER_00: Had no like um interest in like anything that sounded a little bit corporatey so yeah it wasn't even corporate it was more like like you know like there was a general suspicion of servers. I remember the phrase like yeah I don't know if I want to work anything on anything that involves any servers. I remember at the time you know.

SPEAKER_00: Like a peer-to-peer network it's like every peer is both a client and a server like you know it's sort of kind of intrinsic you know.

SPEAKER_00: Yeah there was a lot of belief in the time that effectively everyone would run a node and like you know like at some point you'd run a node in your browser or run a node on your phone and I'm like look I ran a mobile application company like I know how big these clients are like I don't want my first thing's gonna get very hot.

SPEAKER_04: Yeah exactly like burning my ass you know sitting in my pocket trying to mine Ether right so yeah it was just very strange though these kind of conversations.

SPEAKER_04: And kind of concurrently, so more aligned with our perspective, ConsenSys sort of grew an enterprise team which focused sort of on advising big corporates on blockchain and then implementing it for them. And we kind of worked with them on go to market even before the launch of Ethereum, more after. So we kind of hold on that discussion. Maybe for a subsequent episode. But OK, what about, do you guys have any specific memories of the hackathons we did?

SPEAKER_00: So the first hackathon we did was in Greenpoint. And we basically, it was sort of internal to ConsenSys people. And I think it was mostly interns that had participated. We had a very crude version of our API working. It was really um you know like I think over I think over uh a 48-hour period no one could build anything basically like it was like um. But I think the premise that people were coming up with to use our API to build stuff, we could see some potential in it. So people were doing interesting things like incentivizing location-based scavenger hunts and other kinds of things. And we found that interesting enough that, and I think that was in May, June of 2015 by that time. And then we figured out that the launch would probably happen in August of that year and we're like okay let's take off all the input we got from that hackathon and do like a real hackathon, like get a bunch of participants, get a bunch of people involved and try and get all the people from ConsenSys, but people outside ConsenSys involved. And we were kind of like targeting that day. So we were like furiously trying to make our product more stable and work and take all the input we got from that first one into the second one, when we didn't know exactly I think the plan was to do it on the day of the launch of Ethereum and but we didn't know the exact date yet so we're just furiously right before or right after I can't remember I I think it was right after yeah I think it was like two days after or something like that but you know it was it was in the same timing of the launch basically so I re you know as far as I'm aware that was like the first Ethereum hackathon.

SPEAKER_01: I remember maybe it was the second or third one. We met the Crane brothers.

SPEAKER_00: Oh yeah. Yeah.

SPEAKER_01: That's where they, uh, I think that was the one right after the launch.

SPEAKER_00: That was, yeah, that was later. They won, didn't they?

SPEAKER_00: Um, they didn't won the one at the launch they won. So that hackathon where we met them was actually the first, um, ConsenSys conference hackathon.

SPEAKER_02: I don't think that's true. I think that one was later.

SPEAKER_04: Oh, no, you're right. You're right I think they came to the first you you're right I think they came to that very first hackathon yeah so I I think or at least John did well maybe.

SPEAKER_00: Yeah they came to the second one the first one right after the launch right.

SPEAKER_04: Um, the uh, this is funny uh this is another foreshadowing for a future episode but yes the IBM you know they've been circling this this whole time and they do appear in the next episode if it comes at the ConsenSys hackathon.

SPEAKER_00: Um, like I remember us furiously and and just the uncertainty of the launch. I was like I remember we had many many conversations like is this thing ever gonna launch like we weren't sure if it would happen.

SPEAKER_00: Yeah do you remember okay let's talk quickly about the mining um that we did um and this was all for the company you know um but do you do you recall uh what we we did at that time.

SPEAKER_00: Yeah I totally remember so I remember well at some point up to the launch we realized okay if we were going to help um if we were going to help businesses or other groups build applications on Ethereum we would need Ether to be able to pay for gas for those transactions and so we're like well where are we going to get this Ether from and you know I think the first thing that happened was you guys were like oh we need to build a mining rig right.

SPEAKER_03: Oh I thought over to you Jim I think that was uh Karen and I drove up to Fry's and picked up a bunch of components.

SPEAKER_04: We did and you know we were kind of ready for it because I believe we had you had helped me build just like a workstation.

SPEAKER_03: Yeah, I think that's right. Or two before.

SPEAKER_04: Basically, like the compile times on my laptop were double or quadruple what they were on the workstation. So it's made a big productivity difference. We went back and yeah, I think so. I moved closer to campus at that time. We took a couple of different shots at mining. But what did you know? I think.

SPEAKER_01: Mine exploded the power supply blew up the graphics card was actually okay something happened to yours I can't remember but we got it going eventually but the part that was funny I remember is that we spent like two or three days building these machines getting it up putting the software on getting it running hitting some problems and uh it started like.

SPEAKER_00: Ether started to dribble in at that point in time so we're like oh this is awesome and then we called up Victor and he's like yeah in the last half hour I just like spun up a few machines at Amazon and I'm getting as much Ether as you guys are.

SPEAKER_00: Well it was more than a few machines so like I remember watching you guys build this and like thinking like oh like this is good launch any day now right like so like I I said like can someone give me an image of the Go client so and I took that image and I just like put it on Amazon and a bunch of spot instances and at some point I was like running like and I just bought as many spot instances as were available like what whatever meant my price I bought and this was before you know mining was even known that this was something that happened so I could still get it pretty cheap and they're warranted the blockchain itself was small enough that you could sync up pretty fast if you were starting none of this is stuff you could do today in fact none of this.

SPEAKER_04: Exactly and it stopped being effective like I mean there were like I remember at the point of the launch I you guys were saying yeah we got our first Ether and I was like do you see this graph like you know this is the total mining power of the Ethereum network that large wedge which was like 25 percent is me it's.

SPEAKER_00: God, we should have cranked it up just like another couple of weeks longer.

SPEAKER_00: I know. Well, I think by the time, you know, three days have passed, I passed like several thousand dollars. Like our AWS bill was like... Yeah, it seems super expensive at the time. It seemed super expensive at the time. And like, I was like, oh, wow, like this is good. But yeah, I should have ran it like, you know, a month basically. And then it was pretty amazing. Because like... I'm not a DevOps guy, but I was running hundreds of machines at a time, and it was just amazing.

SPEAKER_02: One thing I struggle to remember, how did they communicate that the network was ready to launch?

SPEAKER_04: Was it Twitter, email? How did we even know? We knew from the commits that it was close. This is why I brought it up before. They're like, okay, they're slowing down. They're getting ready.

SPEAKER_01: I don't remember how they communicated it, but we were pretty into, uh, involved in ConsenSys at those days and everybody was talking about it. And there were like multiple groups there that were getting ready to spin up lots of mining. And so there was no, there was no missing it at the time.

SPEAKER_00: Yeah. Sorry like like I said I think there was but like I think they had announced the date but there was still a lot of uncertainty whether they would meet that date or not right and it turned out they did like that did turn out to be the date but like everyone was kind of gearing up but we were also like getting ready like oh you know it might not happen that day it might be a couple days later it could be a couple months later we just weren't sure.

SPEAKER_03: Oh man those are some times for sure. Yeah.

SPEAKER_04: So I think this is a good wrapping point for this first episode. Hopefully we'll see if we get any feedback from the Internet at large, whether we should keep going down this path. But, you know, quite the journey already. Lots of interesting things I've even remembered, you know, in the course of our couple hours here. Thanks, guys. It does feel like we should keep going with the story, but we'll see. Let's leave it as a cliffhanger, all of the excitement to come. Any final words?

SPEAKER_00: Well I I think you know it's funny even if you look at the beginning you see the same patterns now where there's this like huge amount of inflow and then you know what seemed at the time like tons of hype but now is like a trickle of hype and and what seems like tons of capital but now would be considered a trickle of capital and then like a kind of overconfidence and then you know a tightening but then you know real technical stuff gets done in the tightening it's funny how that pattern has played out so couple times now yeah it's a funny type of thing we'll tell you about the time we saw Vitalik through his shirt at someone.

SPEAKER_04: Oh, that's a good story. Yes, it's a short story. All right. Let's let's end it here. Thanks, guys. You know, we're doing this recording on a Sunday. Hope it entertains and informs the wider world. And we'll see you next time.
